ip_src,ip_dst,proto,port_src,port_dst,label,loss
192.168.2.7,192.168.2.1,6,60563,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,26617,0,-1
192.168.2.7,192.168.2.1,6,60947,55424,0,-1
192.168.2.7,192.168.2.1,6,61395,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,40326,0,-1
192.168.2.7,192.168.2.1,6,60755,55424,0,-1
192.168.2.7,192.168.2.1,6,58707,55424,0,-1
192.168.2.7,192.168.2.1,6,7084,55424,0,-1
192.168.2.7,192.168.2.1,6,6892,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,34182,0,-1
192.168.2.7,192.168.2.1,6,6380,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,32313,0,-1
192.168.2.1,192.168.2.7,6,55424,55315,0,-1
192.168.2.1,192.168.2.7,6,55424,57171,0,-1
192.168.2.1,192.168.2.7,6,55424,28857,0,-1
192.168.2.1,192.168.2.7,6,55424,8812,0,-1
192.168.2.1,192.168.2.7,6,55424,35526,0,-1
192.168.2.1,192.168.2.7,6,55424,36230,0,-1
192.168.2.7,192.168.2.1,6,62611,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47814,0,-1
192.168.2.7,192.168.2.1,6,62931,55424,0,-1
192.168.2.7,192.168.2.1,6,2796,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,5036,0,-1
192.168.2.7,192.168.2.1,6,63123,55424,0,-1
192.168.2.7,192.168.2.1,6,3884,55424,0,-1
192.168.2.7,192.168.2.1,6,3500,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,18809,0,-1
192.168.2.1,192.168.2.7,6,55424,20473,0,-1
192.168.2.7,192.168.2.1,6,3820,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,57363,0,-1
192.168.2.1,192.168.2.7,6,55424,43718,0,-1
192.168.2.1,192.168.2.7,6,55424,65171,0,-1
192.168.2.7,192.168.2.1,6,1964,55424,0,-1
192.168.2.7,192.168.2.1,6,63635,55424,0,-1
192.168.2.7,192.168.2.1,6,1836,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,65363,0,-1
192.168.2.1,192.168.2.7,6,55424,24121,0,-1
192.168.2.1,192.168.2.7,6,55424,2668,0,-1
192.168.2.1,192.168.2.7,6,55424,61907,0,-1
192.168.2.1,192.168.2.7,6,55424,63315,0,-1
192.168.2.1,192.168.2.7,6,55424,3308,0,-1
192.168.2.1,192.168.2.7,6,55424,22713,0,-1
192.168.2.7,192.168.2.1,6,10348,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,38547,0,-1
192.168.2.1,192.168.2.7,6,55424,49862,0,-1
192.168.2.1,192.168.2.7,6,55424,50246,0,-1
192.168.2.1,192.168.2.7,6,55424,16377,0,-1
192.168.2.1,192.168.2.7,6,55424,27564,0,-1
192.168.2.1,192.168.2.7,6,55424,39379,0,-1
192.168.2.7,192.168.2.1,6,53587,55424,0,-1
192.168.2.7,192.168.2.1,6,12204,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12473,0,-1
192.168.2.1,192.168.2.7,6,55424,14329,0,-1
192.168.2.1,192.168.2.7,6,55424,52294,0,-1
192.168.2.7,192.168.2.1,6,55827,55424,0,-1
192.168.2.7,192.168.2.1,6,55763,55424,0,-1
192.168.2.7,192.168.2.1,6,56147,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12281,0,-1
192.168.2.1,192.168.2.7,6,55424,54342,0,-1
192.168.2.7,192.168.2.1,6,55315,55424,0,-1
192.168.2.7,192.168.2.1,6,56467,55424,0,-1
192.168.2.7,192.168.2.1,6,56851,55424,0,-1
192.168.2.7,192.168.2.1,6,8428,55424,0,-1
192.168.2.7,192.168.2.1,6,57299,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,56390,0,-1
192.168.2.1,192.168.2.7,6,55424,29932,0,-1
192.168.2.7,192.168.2.1,6,52179,55424,0,-1
192.168.2.7,192.168.2.1,6,13612,55424,0,-1
192.168.2.7,192.168.2.1,6,14252,55424,0,-1
192.168.2.7,192.168.2.1,6,13740,55424,0,-1
192.168.2.7,192.168.2.1,6,13932,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47571,0,-1
192.168.2.7,192.168.2.1,6,12396,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,6329,0,-1
192.168.2.1,192.168.2.7,6,55424,58438,0,-1
192.168.2.7,192.168.2.1,6,52755,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,45523,0,-1
192.168.2.1,192.168.2.7,6,55424,7737,0,-1
192.168.2.1,192.168.2.7,6,55424,185,0,-1
192.168.2.1,192.168.2.7,6,55424,21740,0,-1
192.168.2.7,192.168.2.1,6,15148,55424,0,-1
192.168.2.7,192.168.2.1,6,51155,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,44691,0,-1
192.168.2.1,192.168.2.7,6,55424,377,0,-1
192.168.2.7,192.168.2.1,6,16172,55424,0,-1
192.168.2.7,192.168.2.1,6,15596,55424,0,-1
192.168.2.7,192.168.2.1,6,15788,55424,0,-1
192.168.2.7,192.168.2.1,6,15468,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,2425,0,-1
192.168.2.7,192.168.2.1,6,50131,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49337,0,-1
192.168.2.7,192.168.2.1,6,27244,55424,0,-1
192.168.2.7,192.168.2.1,6,27436,55424,0,-1
192.168.2.7,192.168.2.1,6,38867,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,15750,0,-1
192.168.2.7,192.168.2.1,6,26732,55424,0,-1
192.168.2.7,192.168.2.1,6,37395,55424,0,-1
192.168.2.7,192.168.2.1,6,27884,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,40172,0,-1
192.168.2.7,192.168.2.1,6,27756,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,13702,0,-1
192.168.2.7,192.168.2.1,6,36883,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,11014,0,-1
192.168.2.7,192.168.2.1,6,25708,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,55289,0,-1
192.168.2.7,192.168.2.1,6,39059,55424,0,-1
192.168.2.7,192.168.2.1,6,26412,55424,0,-1
192.168.2.7,192.168.2.1,6,39379,55424,0,-1
192.168.2.7,192.168.2.1,6,24684,55424,0,-1
192.168.2.7,192.168.2.1,6,40915,55424,0,-1
192.168.2.7,192.168.2.1,6,39955,55424,0,-1
192.168.2.7,192.168.2.1,6,25388,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,29139,0,-1
192.168.2.1,192.168.2.7,6,55424,55673,0,-1
192.168.2.7,192.168.2.1,6,35347,55424,0,-1
192.168.2.7,192.168.2.1,6,30124,55424,0,-1
192.168.2.7,192.168.2.1,6,30316,55424,0,-1
192.168.2.7,192.168.2.1,6,29804,55424,0,-1
192.168.2.7,192.168.2.1,6,35475,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,4870,0,-1
192.168.2.7,192.168.2.1,6,29100,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,18899,0,-1
192.168.2.7,192.168.2.1,6,36307,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,6918,0,-1
192.168.2.7,192.168.2.1,6,36179,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,59385,0,-1
192.168.2.1,192.168.2.7,6,55424,65081,0,-1
192.168.2.1,192.168.2.7,6,55424,22163,0,-1
192.168.2.1,192.168.2.7,6,55424,710,0,-1
192.168.2.1,192.168.2.7,6,55424,22355,0,-1
192.168.2.7,192.168.2.1,6,31148,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,43948,0,-1
192.168.2.1,192.168.2.7,6,55424,2758,0,-1
192.168.2.1,192.168.2.7,6,55424,24211,0,-1
192.168.2.7,192.168.2.1,6,33427,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,61625,0,-1
192.168.2.1,192.168.2.7,6,55424,22547,0,-1
192.168.2.7,192.168.2.1,6,33235,55424,0,-1
192.168.2.7,192.168.2.1,6,43987,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,16019,0,-1
192.168.2.7,192.168.2.1,6,43667,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,37049,0,-1
192.168.2.1,192.168.2.7,6,55424,27398,0,-1
192.168.2.1,192.168.2.7,6,55424,16211,0,-1
192.168.2.7,192.168.2.1,6,20588,55424,0,-1
192.168.2.7,192.168.2.1,6,21228,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,25286,0,-1
192.168.2.1,192.168.2.7,6,55424,14163,0,-1
192.168.2.1,192.168.2.7,6,55424,12307,0,-1
192.168.2.7,192.168.2.1,6,44883,55424,0,-1
192.168.2.7,192.168.2.1,6,42131,55424,0,-1
192.168.2.7,192.168.2.1,6,23340,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,11923,0,-1
192.168.2.1,192.168.2.7,6,55424,10259,0,-1
192.168.2.1,192.168.2.7,6,55424,54188,0,-1
192.168.2.1,192.168.2.7,6,55424,54508,0,-1
192.168.2.1,192.168.2.7,6,55424,30086,0,-1
192.168.2.1,192.168.2.7,6,55424,29382,0,-1
192.168.2.7,192.168.2.1,6,24172,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,36857,0,-1
192.168.2.7,192.168.2.1,6,24492,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,8211,0,-1
192.168.2.1,192.168.2.7,6,55424,60652,0,-1
192.168.2.1,192.168.2.7,6,55424,5971,0,-1
192.168.2.7,192.168.2.1,6,46099,55424,0,-1
192.168.2.7,192.168.2.1,6,19244,55424,0,-1
192.168.2.7,192.168.2.1,6,46227,55424,0,-1
192.168.2.7,192.168.2.1,6,46931,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,19206,0,-1
192.168.2.1,192.168.2.7,6,55424,58284,0,-1
192.168.2.1,192.168.2.7,6,53763,23,0,-1
192.168.2.7,192.168.2.1,6,45203,55424,0,-1
192.168.2.7,192.168.2.1,6,20268,55424,0,-1
192.168.2.7,192.168.2.1,6,45523,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,1875,0,-1
192.168.2.7,192.168.2.1,6,47571,55424,0,-1
192.168.2.7,192.168.2.1,6,18028,55424,0,-1
192.168.2.7,192.168.2.1,6,47443,55424,0,-1
192.168.2.7,192.168.2.1,6,18156,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,467,0,-1
192.168.2.1,192.168.2.7,6,55424,41145,0,-1
192.168.2.1,192.168.2.7,6,55424,2067,0,-1
192.168.2.1,192.168.2.7,6,55424,3923,0,-1
192.168.2.1,192.168.2.7,6,55424,23238,0,-1
192.168.2.7,192.168.2.1,6,16684,55424,0,-1
192.168.2.7,192.168.2.1,6,17324,55424,0,-1
192.168.2.7,192.168.2.1,6,5459,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,50247,0,-1
192.168.2.1,192.168.2.7,6,55424,49927,0,-1
192.168.2.1,192.168.2.7,6,55424,50567,0,-1
192.168.2.1,192.168.2.7,6,55424,15928,0,-1
192.168.2.7,192.168.2.1,6,5971,55424,0,-1
192.168.2.7,192.168.2.1,6,5075,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,25517,0,-1
192.168.2.7,192.168.2.1,6,61356,55424,0,-1
192.168.2.7,192.168.2.1,6,4243,55424,0,-1
192.168.2.7,192.168.2.1,6,4947,55424,0,-1
192.168.2.7,192.168.2.1,6,60652,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,54343,0,-1
192.168.2.1,192.168.2.7,6,55424,32786,0,-1
192.168.2.7,192.168.2.1,6,6995,55424,0,-1
192.168.2.7,192.168.2.1,6,58476,55424,0,-1
192.168.2.7,192.168.2.1,6,59116,55424,0,-1
192.168.2.7,192.168.2.1,6,58668,55424,0,-1
192.168.2.7,192.168.2.1,6,7315,55424,0,-1
192.168.2.7,192.168.2.1,6,7699,55424,0,-1
192.168.2.7,192.168.2.1,6,57580,55424,0,-1
192.168.2.7,192.168.2.1,6,58092,55424,0,-1
192.168.2.7,192.168.2.1,6,7507,55424,0,-1
192.168.2.7,192.168.2.1,6,58284,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,60103,0,-1
192.168.2.7,192.168.2.1,6,2387,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,17709,0,-1
192.168.2.1,192.168.2.7,6,55424,4280,0,-1
192.168.2.7,192.168.2.1,6,2579,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,60487,0,-1
192.168.2.1,192.168.2.7,6,55424,7736,0,-1
192.168.2.1,192.168.2.7,6,55424,19053,0,-1
192.168.2.7,192.168.2.1,6,3091,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,46930,0,-1
192.168.2.1,192.168.2.7,6,55424,58119,0,-1
192.168.2.7,192.168.2.1,6,3923,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21101,0,-1
192.168.2.7,192.168.2.1,6,1555,55424,0,-1
192.168.2.7,192.168.2.1,6,63724,55424,0,-1
192.168.2.7,192.168.2.1,6,2003,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21421,0,-1
192.168.2.7,192.168.2.1,6,1683,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,62855,0,-1
192.168.2.7,192.168.2.1,6,147,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,2424,0,-1
192.168.2.1,192.168.2.7,6,55424,23789,0,-1
192.168.2.7,192.168.2.1,6,979,55424,0,-1
192.168.2.7,192.168.2.1,6,64812,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,50834,0,-1
192.168.2.7,192.168.2.1,6,54508,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,27000,0,-1
192.168.2.7,192.168.2.1,6,10579,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,37959,0,-1
192.168.2.7,192.168.2.1,6,10259,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12909,0,-1
192.168.2.1,192.168.2.7,6,55424,39623,0,-1
192.168.2.7,192.168.2.1,6,11731,55424,0,-1
192.168.2.7,192.168.2.1,6,53996,55424,0,-1
192.168.2.7,192.168.2.1,6,53548,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,13549,0,-1
192.168.2.7,192.168.2.1,6,9555,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,54930,0,-1
192.168.2.7,192.168.2.1,6,55596,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,33863,0,-1
192.168.2.7,192.168.2.1,6,9363,55424,0,-1
192.168.2.7,192.168.2.1,6,10067,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,55762,0,-1
192.168.2.7,192.168.2.1,6,56620,55424,0,-1
192.168.2.7,192.168.2.1,6,8851,55424,0,-1
192.168.2.7,192.168.2.1,6,8339,55424,0,-1
192.168.2.7,192.168.2.1,6,57132,55424,0,-1
192.168.2.7,192.168.2.1,6,56556,55424,0,-1
192.168.2.7,192.168.2.1,6,13459,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47879,0,-1
192.168.2.1,192.168.2.7,6,55424,61266,0,-1
192.168.2.1,192.168.2.7,6,55424,47815,0,-1
192.168.2.1,192.168.2.7,6,55424,48519,0,-1
192.168.2.7,192.168.2.1,6,13971,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,59218,0,-1
192.168.2.7,192.168.2.1,6,52652,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,18616,0,-1
192.168.2.7,192.168.2.1,6,12627,55424,0,-1
192.168.2.7,192.168.2.1,6,13267,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,45767,0,-1
192.168.2.1,192.168.2.7,6,55424,63506,0,-1
192.168.2.1,192.168.2.7,6,55424,941,0,-1
192.168.2.7,192.168.2.1,6,51116,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,621,0,-1
192.168.2.1,192.168.2.7,6,55424,1325,0,-1
192.168.2.1,192.168.2.7,6,55424,65170,0,-1
192.168.2.1,192.168.2.7,6,55424,24568,0,-1
192.168.2.7,192.168.2.1,6,16339,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,41735,0,-1
192.168.2.7,192.168.2.1,6,49964,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,61906,0,-1
192.168.2.7,192.168.2.1,6,16211,55424,0,-1
192.168.2.7,192.168.2.1,6,27603,55424,0,-1
192.168.2.7,192.168.2.1,6,38188,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,50413,0,-1
192.168.2.7,192.168.2.1,6,26771,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,38456,0,-1
192.168.2.7,192.168.2.1,6,38700,55424,0,-1
192.168.2.7,192.168.2.1,6,27987,55424,0,-1
192.168.2.7,192.168.2.1,6,37612,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12306,0,-1
192.168.2.1,192.168.2.7,6,55424,13970,0,-1
192.168.2.7,192.168.2.1,6,37292,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,51821,0,-1
192.168.2.1,192.168.2.7,6,55424,54189,0,-1
192.168.2.7,192.168.2.1,6,26131,55424,0,-1
192.168.2.7,192.168.2.1,6,26067,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,10706,0,-1
192.168.2.1,192.168.2.7,6,55424,33144,0,-1
192.168.2.1,192.168.2.7,6,55424,54573,0,-1
192.168.2.1,192.168.2.7,6,55424,10066,0,-1
192.168.2.1,192.168.2.7,6,55424,56557,0,-1
192.168.2.7,192.168.2.1,6,40556,55424,0,-1
192.168.2.7,192.168.2.1,6,40044,55424,0,-1
192.168.2.7,192.168.2.1,6,40876,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,8658,0,-1
192.168.2.1,192.168.2.7,6,55424,48696,0,-1
192.168.2.1,192.168.2.7,6,55424,5778,0,-1
192.168.2.7,192.168.2.1,6,29715,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,5970,0,-1
192.168.2.1,192.168.2.7,6,55424,49144,0,-1
192.168.2.1,192.168.2.7,6,55424,60333,0,-1
192.168.2.7,192.168.2.1,6,36588,55424,0,-1
192.168.2.7,192.168.2.1,6,35948,55424,0,-1
192.168.2.7,192.168.2.1,6,36780,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,45240,0,-1
192.168.2.1,192.168.2.7,6,55424,47096,0,-1
192.168.2.1,192.168.2.7,6,55424,19527,0,-1
192.168.2.7,192.168.2.1,6,34604,55424,0,-1
192.168.2.7,192.168.2.1,6,34028,55424,0,-1
192.168.2.7,192.168.2.1,6,34220,55424,0,-1
192.168.2.7,192.168.2.1,6,31059,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21575,0,-1
192.168.2.1,192.168.2.7,6,55424,18,0,-1
192.168.2.1,192.168.2.7,6,55424,41336,0,-1
192.168.2.7,192.168.2.1,6,32595,55424,0,-1
192.168.2.7,192.168.2.1,6,32211,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,23303,0,-1
192.168.2.1,192.168.2.7,6,55424,23623,0,-1
192.168.2.1,192.168.2.7,6,55424,41144,0,-1
192.168.2.7,192.168.2.1,6,43436,55424,0,-1
192.168.2.7,192.168.2.1,6,43820,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,28306,0,-1
192.168.2.1,192.168.2.7,6,55424,26642,0,-1
192.168.2.7,192.168.2.1,6,21523,55424,0,-1
192.168.2.7,192.168.2.1,6,22163,55424,0,-1
192.168.2.7,192.168.2.1,6,21011,55424,0,-1
192.168.2.7,192.168.2.1,6,20947,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,52792,0,-1
192.168.2.7,192.168.2.1,6,20819,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,39853,0,-1
192.168.2.1,192.168.2.7,6,55424,13383,0,-1
192.168.2.1,192.168.2.7,6,55424,10951,0,-1
192.168.2.7,192.168.2.1,6,22547,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,53624,0,-1
192.168.2.7,192.168.2.1,6,42412,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,34029,0,-1
192.168.2.7,192.168.2.1,6,22995,55424,0,-1
192.168.2.7,192.168.2.1,6,23891,55424,0,-1
192.168.2.7,192.168.2.1,6,24211,55424,0,-1
192.168.2.7,192.168.2.1,6,41708,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,30546,0,-1
192.168.2.7,192.168.2.1,6,41196,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,57336,0,-1
192.168.2.7,192.168.2.1,6,46892,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,16402,0,-1
192.168.2.7,192.168.2.1,6,18579,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,60984,0,-1
192.168.2.7,192.168.2.1,6,19091,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,18066,0,-1
192.168.2.1,192.168.2.7,6,55424,45997,0,-1
192.168.2.1,192.168.2.7,6,55424,6919,0,-1
192.168.2.7,192.168.2.1,6,45292,55424,0,-1
192.168.2.7,192.168.2.1,6,20435,55424,0,-1
192.168.2.7,192.168.2.1,6,19795,55424,0,-1
192.168.2.7,192.168.2.1,6,45996,55424,0,-1
192.168.2.7,192.168.2.1,6,47212,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,22354,0,-1
192.168.2.7,192.168.2.1,6,17427,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,22162,0,-1
192.168.2.1,192.168.2.7,6,55424,65080,0,-1
192.168.2.1,192.168.2.7,6,55424,43629,0,-1
192.168.2.1,192.168.2.7,6,55424,2823,0,-1
192.168.2.1,192.168.2.7,6,55424,3143,0,-1
192.168.2.7,192.168.2.1,6,17043,55424,0,-1
192.168.2.7,192.168.2.1,6,48556,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,2759,0,-1
192.168.2.1,192.168.2.7,6,55424,24210,0,-1
192.168.2.7,192.168.2.1,6,5870,55424,0,-1
192.168.2.7,192.168.2.1,6,5230,55424,0,-1
192.168.2.7,192.168.2.1,6,60049,55424,0,-1
192.168.2.7,192.168.2.1,6,59537,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,38462,0,-1
192.168.2.1,192.168.2.7,6,55424,16020,0,-1
192.168.2.7,192.168.2.1,6,60753,55424,0,-1
192.168.2.7,192.168.2.1,6,61393,55424,0,-1
192.168.2.7,192.168.2.1,6,60433,55424,0,-1
192.168.2.7,192.168.2.1,6,4910,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,40510,0,-1
192.168.2.7,192.168.2.1,6,4718,55424,0,-1
192.168.2.7,192.168.2.1,6,6574,55424,0,-1
192.168.2.7,192.168.2.1,6,59217,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,31809,0,-1
192.168.2.1,192.168.2.7,6,55424,31425,0,-1
192.168.2.7,192.168.2.1,6,6254,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,34366,0,-1
192.168.2.7,192.168.2.1,6,7982,55424,0,-1
192.168.2.7,192.168.2.1,6,7598,55424,0,-1
192.168.2.7,192.168.2.1,6,58193,55424,0,-1
192.168.2.7,192.168.2.1,6,57681,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,30081,0,-1
192.168.2.7,192.168.2.1,6,7470,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,48702,0,-1
192.168.2.1,192.168.2.7,6,55424,5780,0,-1
192.168.2.7,192.168.2.1,6,2350,55424,0,-1
192.168.2.7,192.168.2.1,6,2862,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,17153,0,-1
192.168.2.7,192.168.2.1,6,63313,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,6612,0,-1
192.168.2.7,192.168.2.1,6,3374,55424,0,-1
192.168.2.7,192.168.2.1,6,4014,55424,0,-1
192.168.2.7,192.168.2.1,6,3502,55424,0,-1
192.168.2.7,192.168.2.1,6,3694,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,19521,0,-1
192.168.2.1,192.168.2.7,6,55424,21889,0,-1
192.168.2.1,192.168.2.7,6,55424,468,0,-1
192.168.2.7,192.168.2.1,6,63633,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,64747,0,-1
192.168.2.1,192.168.2.7,6,55424,64427,0,-1
192.168.2.1,192.168.2.7,6,55424,21569,0,-1
192.168.2.7,192.168.2.1,6,64657,55424,0,-1
192.168.2.7,192.168.2.1,6,65361,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,2516,0,-1
192.168.2.7,192.168.2.1,6,65489,55424,0,-1
192.168.2.7,192.168.2.1,6,302,55424,0,-1
192.168.2.7,192.168.2.1,6,64849,55424,0,-1
192.168.2.7,192.168.2.1,6,54417,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,50750,0,-1
192.168.2.1,192.168.2.7,6,55424,27092,0,-1
192.168.2.7,192.168.2.1,6,10990,55424,0,-1
