ip_src,ip_dst,proto,port_src,port_dst,label,loss
192.168.2.7,192.168.2.1,6,28391,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,25911,0,-1
192.168.2.1,192.168.2.7,6,55424,52317,0,-1
192.168.2.1,192.168.2.7,6,55424,60125,0,-1
192.168.2.1,192.168.2.7,6,55424,46920,0,-1
192.168.2.7,192.168.2.1,6,31527,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21815,0,-1
192.168.2.7,192.168.2.1,6,21735,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,28642,0,-1
192.168.2.7,192.168.2.1,6,22119,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,24738,0,-1
192.168.2.1,192.168.2.7,6,55424,51208,0,-1
192.168.2.7,192.168.2.1,6,44504,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,51656,0,-1
192.168.2.1,192.168.2.7,6,55424,57160,0,-1
192.168.2.1,192.168.2.7,6,55424,8823,0,-1
192.168.2.1,192.168.2.7,6,55424,55752,0,-1
192.168.2.1,192.168.2.7,6,55424,48221,0,-1
192.168.2.1,192.168.2.7,6,55424,6775,0,-1
192.168.2.7,192.168.2.1,6,19559,55424,0,-1
192.168.2.7,192.168.2.1,6,17511,55424,0,-1
192.168.2.7,192.168.2.1,6,48472,55424,0,-1
192.168.2.7,192.168.2.1,6,17127,55424,0,-1
192.168.2.7,192.168.2.1,6,5458,55424,0,-1
192.168.2.7,192.168.2.1,6,6610,55424,0,-1
192.168.2.7,192.168.2.1,6,57773,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,48366,0,-1
192.168.2.1,192.168.2.7,6,55424,47726,0,-1
192.168.2.1,192.168.2.7,6,55424,58939,0,-1
192.168.2.1,192.168.2.7,6,55424,22353,0,-1
192.168.2.1,192.168.2.7,6,55424,43630,0,-1
192.168.2.7,192.168.2.1,6,55021,55424,0,-1
192.168.2.7,192.168.2.1,6,54701,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,52462,0,-1
192.168.2.7,192.168.2.1,6,54061,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,10257,0,-1
192.168.2.7,192.168.2.1,6,9682,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,36411,0,-1
192.168.2.1,192.168.2.7,6,55424,57966,0,-1
192.168.2.7,192.168.2.1,6,50605,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,43003,0,-1
192.168.2.1,192.168.2.7,6,55424,12910,0,-1
192.168.2.7,192.168.2.1,6,28498,55424,0,-1
192.168.2.7,192.168.2.1,6,37165,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,13230,0,-1
192.168.2.7,192.168.2.1,6,39021,55424,0,-1
192.168.2.7,192.168.2.1,6,25234,55424,0,-1
192.168.2.7,192.168.2.1,6,40365,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,57169,0,-1
192.168.2.1,192.168.2.7,6,55424,59409,0,-1
192.168.2.7,192.168.2.1,6,29330,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,20667,0,-1
192.168.2.7,192.168.2.1,6,33389,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49924,0,-1
192.168.2.7,192.168.2.1,6,20818,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,40593,0,-1
192.168.2.7,192.168.2.1,6,24402,55424,0,-1
192.168.2.7,192.168.2.1,6,23570,55424,0,-1
192.168.2.7,192.168.2.1,6,19410,55424,0,-1
192.168.2.7,192.168.2.1,6,46381,55424,0,-1
192.168.2.7,192.168.2.1,6,45997,55424,0,-1
192.168.2.7,192.168.2.1,6,19474,55424,0,-1
192.168.2.7,192.168.2.1,6,45677,55424,0,-1
192.168.2.7,192.168.2.1,6,17554,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,51823,0,-1
192.168.2.7,192.168.2.1,6,57682,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,5776,0,-1
192.168.2.1,192.168.2.7,6,55424,47482,0,-1
192.168.2.7,192.168.2.1,6,61458,55424,0,-1
192.168.2.7,192.168.2.1,6,3181,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47098,0,-1
192.168.2.7,192.168.2.1,6,63634,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,464,0,-1
192.168.2.7,192.168.2.1,6,64658,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,62063,0,-1
192.168.2.7,192.168.2.1,6,11053,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,15045,0,-1
192.168.2.1,192.168.2.7,6,55424,13701,0,-1
192.168.2.7,192.168.2.1,6,55954,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,36079,0,-1
192.168.2.1,192.168.2.7,6,55424,8901,0,-1
192.168.2.7,192.168.2.1,6,13741,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,18256,0,-1
192.168.2.7,192.168.2.1,6,12717,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,43631,0,-1
192.168.2.7,192.168.2.1,6,15661,55424,0,-1
192.168.2.7,192.168.2.1,6,38866,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,38736,0,-1
192.168.2.1,192.168.2.7,6,55424,52613,0,-1
192.168.2.7,192.168.2.1,6,37202,55424,0,-1
192.168.2.7,192.168.2.1,6,37394,55424,0,-1
192.168.2.7,192.168.2.1,6,26029,55424,0,-1
192.168.2.7,192.168.2.1,6,25325,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,47120,0,-1
192.168.2.1,192.168.2.7,6,55424,17007,0,-1
192.168.2.7,192.168.2.1,6,29933,55424,0,-1
192.168.2.7,192.168.2.1,6,29421,55424,0,-1
192.168.2.7,192.168.2.1,6,36690,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21423,0,-1
192.168.2.1,192.168.2.7,6,55424,64581,0,-1
192.168.2.7,192.168.2.1,6,34450,55424,0,-1
192.168.2.7,192.168.2.1,6,22957,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,45765,0,-1
192.168.2.7,192.168.2.1,6,17645,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,63312,0,-1
192.168.2.1,192.168.2.7,6,55424,61456,0,-1
192.168.2.7,192.168.2.1,6,17005,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49619,0,-1
192.168.2.1,192.168.2.7,6,55424,26169,0,-1
192.168.2.1,192.168.2.7,6,55424,9452,0,-1
192.168.2.7,192.168.2.1,6,63315,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,5036,0,-1
192.168.2.7,192.168.2.1,6,1644,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,44102,0,-1
192.168.2.7,192.168.2.1,6,65491,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,63315,0,-1
192.168.2.7,192.168.2.1,6,64979,55424,0,-1
192.168.2.7,192.168.2.1,6,10348,55424,0,-1
192.168.2.7,192.168.2.1,6,9452,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12281,0,-1
192.168.2.1,192.168.2.7,6,55424,8377,0,-1
192.168.2.1,192.168.2.7,6,55424,48787,0,-1
192.168.2.7,192.168.2.1,6,52563,55424,0,-1
192.168.2.7,192.168.2.1,6,52755,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,7737,0,-1
192.168.2.1,192.168.2.7,6,55424,2233,0,-1
192.168.2.7,192.168.2.1,6,15468,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,15110,0,-1
192.168.2.1,192.168.2.7,6,55424,28499,0,-1
192.168.2.1,192.168.2.7,6,55424,15750,0,-1
192.168.2.7,192.168.2.1,6,27756,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,26259,0,-1
192.168.2.1,192.168.2.7,6,55424,11014,0,-1
192.168.2.7,192.168.2.1,6,26028,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,34092,0,-1
192.168.2.7,192.168.2.1,6,26412,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,35756,0,-1
192.168.2.7,192.168.2.1,6,25388,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,29139,0,-1
192.168.2.1,192.168.2.7,6,55424,48428,0,-1
192.168.2.7,192.168.2.1,6,35475,55424,0,-1
192.168.2.7,192.168.2.1,6,29100,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,44268,0,-1
192.168.2.7,192.168.2.1,6,32787,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,22547,0,-1
192.168.2.1,192.168.2.7,6,55424,3142,0,-1
192.168.2.1,192.168.2.7,6,55424,38457,0,-1
192.168.2.7,192.168.2.1,6,20588,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,54188,0,-1
192.168.2.7,192.168.2.1,6,41427,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,8211,0,-1
192.168.2.1,192.168.2.7,6,55424,47289,0,-1
192.168.2.1,192.168.2.7,6,55424,64428,0,-1
192.168.2.7,192.168.2.1,6,48467,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,50567,0,-1
192.168.2.1,192.168.2.7,6,55424,49863,0,-1
192.168.2.1,192.168.2.7,6,55424,10232,0,-1
192.168.2.1,192.168.2.7,6,55424,34834,0,-1
192.168.2.7,192.168.2.1,6,58092,55424,0,-1
192.168.2.7,192.168.2.1,6,62700,55424,0,-1
192.168.2.7,192.168.2.1,6,61868,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21805,0,-1
192.168.2.7,192.168.2.1,6,55020,55424,0,-1
192.168.2.7,192.168.2.1,6,8851,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,59410,0,-1
192.168.2.1,192.168.2.7,6,55424,47815,0,-1
192.168.2.7,192.168.2.1,6,50284,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,1325,0,-1
192.168.2.1,192.168.2.7,6,55424,41735,0,-1
192.168.2.1,192.168.2.7,6,55424,38904,0,-1
192.168.2.7,192.168.2.1,6,37100,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,54189,0,-1
192.168.2.7,192.168.2.1,6,26451,55424,0,-1
192.168.2.7,192.168.2.1,6,26067,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,56237,0,-1
192.168.2.7,192.168.2.1,6,25555,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,4562,0,-1
192.168.2.1,192.168.2.7,6,55424,4114,0,-1
192.168.2.7,192.168.2.1,6,36460,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,21575,0,-1
192.168.2.7,192.168.2.1,6,32211,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,43000,0,-1
192.168.2.7,192.168.2.1,6,43436,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,15111,0,-1
192.168.2.1,192.168.2.7,6,55424,26258,0,-1
192.168.2.1,192.168.2.7,6,55424,39533,0,-1
192.168.2.1,192.168.2.7,6,55424,39853,0,-1
192.168.2.7,192.168.2.1,6,22547,55424,0,-1
192.168.2.7,192.168.2.1,6,23379,55424,0,-1
192.168.2.7,192.168.2.1,6,42796,55424,0,-1
192.168.2.7,192.168.2.1,6,41580,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,18066,0,-1
192.168.2.7,192.168.2.1,6,47916,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,20946,0,-1
192.168.2.7,192.168.2.1,6,60753,55424,0,-1
192.168.2.7,192.168.2.1,6,61393,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,35198,0,-1
192.168.2.1,192.168.2.7,6,55424,30081,0,-1
192.168.2.7,192.168.2.1,6,7470,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,17473,0,-1
192.168.2.1,192.168.2.7,6,55424,47102,0,-1
192.168.2.7,192.168.2.1,6,61969,55424,0,-1
192.168.2.7,192.168.2.1,6,63633,55424,0,-1
192.168.2.7,192.168.2.1,6,430,55424,0,-1
192.168.2.7,192.168.2.1,6,53585,55424,0,-1
192.168.2.7,192.168.2.1,6,56145,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,55678,0,-1
192.168.2.1,192.168.2.7,6,55424,9601,0,-1
192.168.2.7,192.168.2.1,6,9006,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,55486,0,-1
192.168.2.1,192.168.2.7,6,55424,48043,0,-1
192.168.2.7,192.168.2.1,6,12526,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,63678,0,-1
192.168.2.7,192.168.2.1,6,50321,55424,0,-1
192.168.2.7,192.168.2.1,6,49297,55424,0,-1
192.168.2.7,192.168.2.1,6,15982,55424,0,-1
192.168.2.7,192.168.2.1,6,38865,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49857,0,-1
192.168.2.1,192.168.2.7,6,55424,52289,0,-1
192.168.2.1,192.168.2.7,6,55424,12478,0,-1
192.168.2.1,192.168.2.7,6,55424,25835,0,-1
192.168.2.1,192.168.2.7,6,55424,51905,0,-1
192.168.2.1,192.168.2.7,6,55424,54337,0,-1
192.168.2.1,192.168.2.7,6,55424,10430,0,-1
192.168.2.1,192.168.2.7,6,55424,29611,0,-1
192.168.2.1,192.168.2.7,6,55424,56001,0,-1
192.168.2.7,192.168.2.1,6,30510,55424,0,-1
192.168.2.7,192.168.2.1,6,29934,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,19755,0,-1
192.168.2.1,192.168.2.7,6,55424,6334,0,-1
192.168.2.1,192.168.2.7,6,55424,21803,0,-1
192.168.2.1,192.168.2.7,6,55424,2046,0,-1
192.168.2.1,192.168.2.7,6,55424,38273,0,-1
192.168.2.7,192.168.2.1,6,21294,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,26622,0,-1
192.168.2.1,192.168.2.7,6,55424,54932,0,-1
192.168.2.1,192.168.2.7,6,55424,33857,0,-1
192.168.2.7,192.168.2.1,6,42833,55424,0,-1
192.168.2.7,192.168.2.1,6,40977,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,28862,0,-1
192.168.2.1,192.168.2.7,6,55424,16574,0,-1
192.168.2.1,192.168.2.7,6,55424,45825,0,-1
192.168.2.7,192.168.2.1,6,20206,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,1259,0,-1
192.168.2.7,192.168.2.1,6,18222,55424,0,-1
192.168.2.7,192.168.2.1,6,48657,55424,0,-1
192.168.2.7,192.168.2.1,6,7697,55424,0,-1
192.168.2.7,192.168.2.1,6,3089,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,1408,0,-1
192.168.2.7,192.168.2.1,6,64750,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,11925,0,-1
192.168.2.7,192.168.2.1,6,57070,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49151,0,-1
192.168.2.1,192.168.2.7,6,55424,1877,0,-1
192.168.2.1,192.168.2.7,6,55424,43199,0,-1
192.168.2.7,192.168.2.1,6,50286,55424,0,-1
192.168.2.7,192.168.2.1,6,14993,55424,0,-1
192.168.2.7,192.168.2.1,6,38318,55424,0,-1
192.168.2.7,192.168.2.1,6,28177,55424,0,-1
192.168.2.7,192.168.2.1,6,28113,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,11562,0,-1
192.168.2.7,192.168.2.1,6,25233,55424,0,-1
192.168.2.7,192.168.2.1,6,25105,55424,0,-1
192.168.2.7,192.168.2.1,6,35630,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,61269,0,-1
192.168.2.1,192.168.2.7,6,55424,18815,0,-1
192.168.2.1,192.168.2.7,6,55424,59221,0,-1
192.168.2.7,192.168.2.1,6,31569,55424,0,-1
192.168.2.7,192.168.2.1,6,31889,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,22719,0,-1
192.168.2.7,192.168.2.1,6,44654,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,34645,0,-1
192.168.2.1,192.168.2.7,6,55424,29994,0,-1
192.168.2.7,192.168.2.1,6,41902,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,48981,0,-1
192.168.2.1,192.168.2.7,6,55424,48789,0,-1
192.168.2.7,192.168.2.1,6,47854,55424,0,-1
192.168.2.7,192.168.2.1,6,16913,55424,0,-1
192.168.2.7,192.168.2.1,6,17233,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,37334,0,-1
192.168.2.1,192.168.2.7,6,55424,40790,0,-1
192.168.2.1,192.168.2.7,6,55424,29289,0,-1
192.168.2.1,192.168.2.7,6,55424,9788,0,-1
192.168.2.7,192.168.2.1,6,57455,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,4284,0,-1
192.168.2.1,192.168.2.7,6,55424,49174,0,-1
192.168.2.7,192.168.2.1,6,10576,55424,0,-1
192.168.2.7,192.168.2.1,6,55023,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,51222,0,-1
192.168.2.7,192.168.2.1,6,9680,55424,0,-1
192.168.2.7,192.168.2.1,6,10064,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,9449,0,-1
192.168.2.1,192.168.2.7,6,55424,20668,0,-1
192.168.2.7,192.168.2.1,6,38127,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,25987,0,-1
192.168.2.1,192.168.2.7,6,55424,25347,0,-1
192.168.2.7,192.168.2.1,6,25616,55424,0,-1
192.168.2.7,192.168.2.1,6,35247,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,19523,0,-1
192.168.2.7,192.168.2.1,6,36463,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,19139,0,-1
192.168.2.1,192.168.2.7,6,55424,64745,0,-1
192.168.2.1,192.168.2.7,6,55424,43196,0,-1
192.168.2.7,192.168.2.1,6,32272,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,23235,0,-1
192.168.2.1,192.168.2.7,6,55424,15427,0,-1
192.168.2.7,192.168.2.1,6,43119,55424,0,-1
192.168.2.7,192.168.2.1,6,21456,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12995,0,-1
192.168.2.1,192.168.2.7,6,55424,33385,0,-1
192.168.2.7,192.168.2.1,6,22992,55424,0,-1
192.168.2.7,192.168.2.1,6,41583,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,5187,0,-1
192.168.2.7,192.168.2.1,6,47727,55424,0,-1
192.168.2.7,192.168.2.1,6,16848,55424,0,-1
192.168.2.7,192.168.2.1,6,58832,55424,0,-1
192.168.2.7,192.168.2.1,6,6575,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,9128,0,-1
192.168.2.1,192.168.2.7,6,55424,47874,0,-1
192.168.2.1,192.168.2.7,6,55424,59863,0,-1
192.168.2.1,192.168.2.7,6,55424,5416,0,-1
192.168.2.7,192.168.2.1,6,3311,55424,0,-1
192.168.2.7,192.168.2.1,6,3503,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,59031,0,-1
192.168.2.1,192.168.2.7,6,55424,22525,0,-1
192.168.2.1,192.168.2.7,6,55424,61463,0,-1
192.168.2.7,192.168.2.1,6,64976,55424,0,-1
192.168.2.7,192.168.2.1,6,10351,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49858,0,-1
192.168.2.7,192.168.2.1,6,53392,55424,0,-1
192.168.2.7,192.168.2.1,6,57168,55424,0,-1
192.168.2.7,192.168.2.1,6,52176,55424,0,-1
192.168.2.7,192.168.2.1,6,14127,55424,0,-1
192.168.2.7,192.168.2.1,6,14575,55424,0,-1
192.168.2.7,192.168.2.1,6,38352,55424,0,-1
192.168.2.7,192.168.2.1,6,26735,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,26263,0,-1
192.168.2.1,192.168.2.7,6,55424,26455,0,-1
192.168.2.1,192.168.2.7,6,55424,33704,0,-1
192.168.2.7,192.168.2.1,6,34448,55424,0,-1
192.168.2.7,192.168.2.1,6,31151,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,3138,0,-1
192.168.2.7,192.168.2.1,6,33616,55424,0,-1
192.168.2.7,192.168.2.1,6,22255,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,37245,0,-1
192.168.2.1,192.168.2.7,6,55424,38461,0,-1
192.168.2.7,192.168.2.1,6,20591,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,39101,0,-1
192.168.2.1,192.168.2.7,6,55424,55912,0,-1
192.168.2.7,192.168.2.1,6,40976,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49149,0,-1
192.168.2.7,192.168.2.1,6,19055,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,49179,0,-1
192.168.2.7,192.168.2.1,6,61269,55424,0,-1
192.168.2.7,192.168.2.1,6,60757,55424,0,-1
192.168.2.7,192.168.2.1,6,2794,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,4708,0,-1
192.168.2.1,192.168.2.7,6,55424,20017,0,-1
192.168.2.7,192.168.2.1,6,3818,55424,0,-1
192.168.2.7,192.168.2.1,6,1770,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,20657,0,-1
192.168.2.7,192.168.2.1,6,63957,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,24561,0,-1
192.168.2.7,192.168.2.1,6,810,55424,0,-1
192.168.2.7,192.168.2.1,6,64661,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,12657,0,-1
192.168.2.7,192.168.2.1,6,55829,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,29284,0,-1
192.168.2.1,192.168.2.7,6,55424,16996,0,-1
192.168.2.7,192.168.2.1,6,13930,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,369,0,-1
192.168.2.7,192.168.2.1,6,15658,55424,0,-1
192.168.2.7,192.168.2.1,6,38037,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,27099,0,-1
192.168.2.1,192.168.2.7,6,55424,15758,0,-1
192.168.2.7,192.168.2.1,6,26730,55424,0,-1
192.168.2.7,192.168.2.1,6,37397,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,53233,0,-1
192.168.2.7,192.168.2.1,6,37525,55424,0,-1
192.168.2.7,192.168.2.1,6,39445,55424,0,-1
192.168.2.7,192.168.2.1,6,39957,55424,0,-1
192.168.2.7,192.168.2.1,6,30314,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,48420,0,-1
192.168.2.1,192.168.2.7,6,55424,59761,0,-1
192.168.2.7,192.168.2.1,6,29098,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,44260,0,-1
192.168.2.7,192.168.2.1,6,21226,55424,0,-1
192.168.2.7,192.168.2.1,6,44181,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,10715,0,-1
192.168.2.7,192.168.2.1,6,22826,55424,0,-1
192.168.2.7,192.168.2.1,6,19882,55424,0,-1
192.168.2.7,192.168.2.1,6,47253,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,3931,0,-1
192.168.2.1,192.168.2.7,6,55424,50255,0,-1
192.168.2.7,192.168.2.1,6,61162,55424,0,-1
192.168.2.7,192.168.2.1,6,4757,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,52303,0,-1
192.168.2.7,192.168.2.1,6,6677,55424,0,-1
192.168.2.7,192.168.2.1,6,7701,55424,0,-1
192.168.2.7,192.168.2.1,6,8149,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,2032,0,-1
192.168.2.7,192.168.2.1,6,64618,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,62863,0,-1
192.168.2.1,192.168.2.7,6,55424,51034,0,-1
192.168.2.7,192.168.2.1,6,10261,55424,0,-1
192.168.2.7,192.168.2.1,6,54058,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,51674,0,-1
192.168.2.1,192.168.2.7,6,55424,13605,0,-1
192.168.2.1,192.168.2.7,6,55424,53274,0,-1
192.168.2.7,192.168.2.1,6,8213,55424,0,-1
192.168.2.7,192.168.2.1,6,51434,55424,0,-1
192.168.2.1,192.168.2.7,6,55424,20848,0,-1
192.168.2.7,192.168.2.1,6,15381,55424,0,-1
192.168.2.7,192.168.2.1,6,49962,55424,0,-1
